End Week,Start Week,State,COVID-19 Deaths,Pneumonia and COVID-19 Deaths
2020-02-01,2020-01-25,United States,0,0
2020-02-08,2020-02-01,United States,1,0
2020-02-15,2020-02-08,United States,0,0
2020-02-22,2020-02-15,United States,5,1
2020-02-29,2020-02-22,United States,10,5
2020-03-07,2020-02-29,United States,35,17
2020-03-14,2020-03-07,United States,56,28
2020-03-21,2020-03-14,United States,572,250
2020-03-28,2020-03-21,United States,3168,1433
2020-04-04,2020-03-28,United States,10036,4762
2020-04-11,2020-04-04,United States,16195,7229
2020-04-18,2020-04-11,United States,17083,7308
2020-04-25,2020-04-18,United States,15446,6602
2020-05-02,2020-04-25,United States,13156,5516
2020-05-09,2020-05-02,United States,11177,4707
2020-05-16,2020-05-09,United States,9174,3776
2020-05-23,2020-05-16,United States,7185,2968
2020-05-30,2020-05-23,United States,6121,2482
2020-06-06,2020-05-30,United States,4999,2139
2020-06-13,2020-06-06,United States,4203,1857
2020-06-20,2020-06-13,United States,3811,1599
2020-06-27,2020-06-20,United States,3792,1548
2020-07-04,2020-06-27,United States,4482,1988
2020-07-11,2020-07-04,United States,5722,2700
2020-07-18,2020-07-11,United States,7098,3425
2020-07-25,2020-07-18,United States,8107,3929
2020-08-01,2020-07-25,United States,8191,4025
2020-08-08,2020-08-01,United States,7747,3939
2020-08-15,2020-08-08,United States,7100,3624
2020-08-22,2020-08-15,United States,6191,3138
2020-08-29,2020-08-22,United States,5473,2777
2020-09-05,2020-08-29,United States,4697,2368
2020-09-12,2020-09-05,United States,4265,2146
2020-09-19,2020-09-12,United States,3844,1853
2020-09-26,2020-09-19,United States,3825,1891
2020-10-03,2020-09-26,United States,3611,1715
2020-10-10,2020-10-03,United States,3915,1926
2020-10-17,2020-10-10,United States,3543,1702
2020-10-24,2020-10-17,United States,2152,957
2020-10-31,2020-10-24,United States,271,142
2020-02-01,2020-01-25,Alabama,0,0
2020-02-08,2020-02-01,Alabama,0,0
2020-02-15,2020-02-08,Alabama,0,0
2020-02-22,2020-02-15,Alabama,0,0
2020-02-29,2020-02-22,Alabama,0,0
2020-03-07,2020-02-29,Alabama,0,0
2020-03-14,2020-03-07,Alabama,0,0
2020-03-21,2020-03-14,Alabama,0,0
2020-03-28,2020-03-21,Alabama,23,0
2020-04-04,2020-03-28,Alabama,49,11
2020-04-11,2020-04-04,Alabama,81,27
2020-04-18,2020-04-11,Alabama,89,26
2020-04-25,2020-04-18,Alabama,83,19
2020-05-02,2020-04-25,Alabama,81,26
2020-05-09,2020-05-02,Alabama,115,34
2020-05-16,2020-05-09,Alabama,94,30
2020-05-23,2020-05-16,Alabama,79,23
2020-05-30,2020-05-23,Alabama,103,30
2020-06-06,2020-05-30,Alabama,88,32
2020-06-13,2020-06-06,Alabama,81,29
2020-06-20,2020-06-13,Alabama,88,25
2020-06-27,2020-06-20,Alabama,102,30
2020-07-04,2020-06-27,Alabama,120,47
2020-07-11,2020-07-04,Alabama,133,36
2020-07-18,2020-07-11,Alabama,189,45
2020-07-25,2020-07-18,Alabama,246,87
2020-08-01,2020-07-25,Alabama,261,94
2020-08-08,2020-08-01,Alabama,259,85
2020-08-15,2020-08-08,Alabama,226,82
2020-08-22,2020-08-15,Alabama,206,63
2020-08-29,2020-08-22,Alabama,180,70
2020-09-05,2020-08-29,Alabama,152,58
2020-09-12,2020-09-05,Alabama,132,48
2020-09-19,2020-09-12,Alabama,132,45
2020-09-26,2020-09-19,Alabama,97,29
2020-10-03,2020-09-26,Alabama,102,33
2020-10-10,2020-10-03,Alabama,106,39
2020-10-17,2020-10-10,Alabama,78,28
2020-10-24,2020-10-17,Alabama,37,0
2020-10-31,2020-10-24,Alabama,0,0
2020-02-01,2020-01-25,Alaska,0,0
2020-02-08,2020-02-01,Alaska,0,0
2020-02-15,2020-02-08,Alaska,0,0
2020-02-22,2020-02-15,Alaska,0,0
2020-02-29,2020-02-22,Alaska,0,0
2020-03-07,2020-02-29,Alaska,0,0
2020-03-14,2020-03-07,Alaska,0,0
2020-03-21,2020-03-14,Alaska,0,0
2020-03-28,2020-03-21,Alaska,0,0
2020-04-04,2020-03-28,Alaska,0,0
2020-04-11,2020-04-04,Alaska,0,0
2020-04-18,2020-04-11,Alaska,0,0
2020-04-25,2020-04-18,Alaska,0,0
2020-05-02,2020-04-25,Alaska,0,0
2020-05-09,2020-05-02,Alaska,0,0
2020-05-16,2020-05-09,Alaska,0,0
2020-05-23,2020-05-16,Alaska,0,0
2020-05-30,2020-05-23,Alaska,0,0
2020-06-06,2020-05-30,Alaska,0,0
2020-06-13,2020-06-06,Alaska,0,0
2020-06-20,2020-06-13,Alaska,0,0
2020-06-27,2020-06-20,Alaska,0,0
2020-07-04,2020-06-27,Alaska,0,0
2020-07-11,2020-07-04,Alaska,0,0
2020-07-18,2020-07-11,Alaska,0,0
2020-07-25,2020-07-18,Alaska,0,0
2020-08-01,2020-07-25,Alaska,0,0
2020-08-08,2020-08-01,Alaska,0,0
2020-08-15,2020-08-08,Alaska,0,0
2020-08-22,2020-08-15,Alaska,0,0
2020-08-29,2020-08-22,Alaska,0,0
2020-09-05,2020-08-29,Alaska,0,0
2020-09-12,2020-09-05,Alaska,0,0
2020-09-19,2020-09-12,Alaska,0,0
2020-09-26,2020-09-19,Alaska,0,0
2020-10-03,2020-09-26,Alaska,0,0
2020-10-10,2020-10-03,Alaska,0,0
2020-10-17,2020-10-10,Alaska,0,0
2020-10-24,2020-10-17,Alaska,0,0
2020-10-31,2020-10-24,Alaska,0,0
2020-02-01,2020-01-25,Arizona,0,0
2020-02-08,2020-02-01,Arizona,0,0
2020-02-15,2020-02-08,Arizona,0,0
2020-02-22,2020-02-15,Arizona,0,0
2020-02-29,2020-02-22,Arizona,0,0
2020-03-07,2020-02-29,Arizona,0,0
2020-03-14,2020-03-07,Arizona,0,0
2020-03-21,2020-03-14,Arizona,0,0
2020-03-28,2020-03-21,Arizona,31,19
2020-04-04,2020-03-28,Arizona,58,32
2020-04-11,2020-04-04,Arizona,91,52
2020-04-18,2020-04-11,Arizona,96,43
2020-04-25,2020-04-18,Arizona,106,42
2020-05-02,2020-04-25,Arizona,104,47
2020-05-09,2020-05-02,Arizona,127,71
2020-05-16,2020-05-09,Arizona,118,69
2020-05-23,2020-05-16,Arizona,96,52
2020-05-30,2020-05-23,Arizona,113,50
2020-06-06,2020-05-30,Arizona,132,72
2020-06-13,2020-06-06,Arizona,172,99
2020-06-20,2020-06-13,Arizona,206,108
2020-06-27,2020-06-20,Arizona,256,137
2020-07-04,2020-06-27,Arizona,383,210
2020-07-11,2020-07-04,Arizona,501,310
2020-07-18,2020-07-11,Arizona,543,339
2020-07-25,2020-07-18,Arizona,469,282
2020-08-01,2020-07-25,Arizona,388,222
2020-08-08,2020-08-01,Arizona,304,181
2020-08-15,2020-08-08,Arizona,248,145
2020-08-22,2020-08-15,Arizona,172,91
2020-08-29,2020-08-22,Arizona,126,70
2020-09-05,2020-08-29,Arizona,92,59
2020-09-12,2020-09-05,Arizona,60,36
2020-09-19,2020-09-12,Arizona,65,29
2020-09-26,2020-09-19,Arizona,54,26
2020-10-03,2020-09-26,Arizona,35,18
2020-10-10,2020-10-03,Arizona,48,26
2020-10-17,2020-10-10,Arizona,38,21
2020-10-24,2020-10-17,Arizona,33,16
2020-10-31,2020-10-24,Arizona,0,0
2020-02-01,2020-01-25,Arkansas,0,0
2020-02-08,2020-02-01,Arkansas,0,0
2020-02-15,2020-02-08,Arkansas,0,0
2020-02-22,2020-02-15,Arkansas,0,0
2020-02-29,2020-02-22,Arkansas,0,0
2020-03-07,2020-02-29,Arkansas,0,0
2020-03-14,2020-03-07,Arkansas,0,0
2020-03-21,2020-03-14,Arkansas,0,0
2020-03-28,2020-03-21,Arkansas,0,0
2020-04-04,2020-03-28,Arkansas,11,0
2020-04-11,2020-04-04,Arkansas,14,0
2020-04-18,2020-04-11,Arkansas,12,0
2020-04-25,2020-04-18,Arkansas,14,0
2020-05-02,2020-04-25,Arkansas,22,0
2020-05-09,2020-05-02,Arkansas,24,0
2020-05-16,2020-05-09,Arkansas,0,0
2020-05-23,2020-05-16,Arkansas,20,0
2020-05-30,2020-05-23,Arkansas,19,12
2020-06-06,2020-05-30,Arkansas,26,12
2020-06-13,2020-06-06,Arkansas,34,17
2020-06-20,2020-06-13,Arkansas,46,16
2020-06-27,2020-06-20,Arkansas,46,21
2020-07-04,2020-06-27,Arkansas,40,17
2020-07-11,2020-07-04,Arkansas,47,23
2020-07-18,2020-07-11,Arkansas,57,25
2020-07-25,2020-07-18,Arkansas,73,35
2020-08-01,2020-07-25,Arkansas,85,42
2020-08-08,2020-08-01,Arkansas,89,41
2020-08-15,2020-08-08,Arkansas,88,33
2020-08-22,2020-08-15,Arkansas,97,49
2020-08-29,2020-08-22,Arkansas,94,42
2020-09-05,2020-08-29,Arkansas,87,42
2020-09-12,2020-09-05,Arkansas,99,48
2020-09-19,2020-09-12,Arkansas,78,34
2020-09-26,2020-09-19,Arkansas,92,46
2020-10-03,2020-09-26,Arkansas,109,51
2020-10-10,2020-10-03,Arkansas,128,74
2020-10-17,2020-10-10,Arkansas,116,52
2020-10-24,2020-10-17,Arkansas,75,43
2020-10-31,2020-10-24,Arkansas,16,10
2020-02-01,2020-01-25,California,0,0
2020-02-08,2020-02-01,California,0,0
2020-02-15,2020-02-08,California,0,0
2020-02-22,2020-02-15,California,0,0
2020-02-29,2020-02-22,California,0,0
2020-03-07,2020-02-29,California,0,0
2020-03-14,2020-03-07,California,0,0
2020-03-21,2020-03-14,California,44,19
2020-03-28,2020-03-21,California,131,70
2020-04-04,2020-03-28,California,289,158
2020-04-11,2020-04-04,California,381,222
2020-04-18,2020-04-11,California,534,325
2020-04-25,2020-04-18,California,527,295
2020-05-02,2020-04-25,California,544,294
2020-05-09,2020-05-02,California,550,297
2020-05-16,2020-05-09,California,500,270
2020-05-23,2020-05-16,California,486,268
2020-05-30,2020-05-23,California,463,262
2020-06-06,2020-05-30,California,445,251
2020-06-13,2020-06-06,California,444,241
2020-06-20,2020-06-13,California,456,226
2020-06-27,2020-06-20,California,490,262
2020-07-04,2020-06-27,California,630,345
2020-07-11,2020-07-04,California,731,394
2020-07-18,2020-07-11,California,880,475
2020-07-25,2020-07-18,California,996,560
2020-08-01,2020-07-25,California,1001,568
2020-08-08,2020-08-01,California,984,574
2020-08-15,2020-08-08,California,869,503
2020-08-22,2020-08-15,California,818,465
2020-08-29,2020-08-22,California,719,403
2020-09-05,2020-08-29,California,600,350
2020-09-12,2020-09-05,California,517,293
2020-09-19,2020-09-12,California,469,263
2020-09-26,2020-09-19,California,440,258
2020-10-03,2020-09-26,California,325,182
2020-10-10,2020-10-03,California,355,214
2020-10-17,2020-10-10,California,228,131
2020-10-24,2020-10-17,California,123,81
2020-10-31,2020-10-24,California,0,0
2020-02-01,2020-01-25,Colorado,0,0
2020-02-08,2020-02-01,Colorado,0,0
2020-02-15,2020-02-08,Colorado,0,0
2020-02-22,2020-02-15,Colorado,0,0
2020-02-29,2020-02-22,Colorado,0,0
2020-03-07,2020-02-29,Colorado,0,0
2020-03-14,2020-03-07,Colorado,0,0
2020-03-21,2020-03-14,Colorado,16,0
2020-03-28,2020-03-21,Colorado,46,27
2020-04-04,2020-03-28,Colorado,130,86
2020-04-11,2020-04-04,Colorado,214,123
2020-04-18,2020-04-11,Colorado,218,118
2020-04-25,2020-04-18,Colorado,224,111
2020-05-02,2020-04-25,Colorado,188,89
2020-05-09,2020-05-02,Colorado,139,65
2020-05-16,2020-05-09,Colorado,97,45
2020-05-23,2020-05-16,Colorado,93,28
2020-05-30,2020-05-23,Colorado,75,39
2020-06-06,2020-05-30,Colorado,63,32
2020-06-13,2020-06-06,Colorado,59,34
2020-06-20,2020-06-13,Colorado,38,19
2020-06-27,2020-06-20,Colorado,22,0
2020-07-04,2020-06-27,Colorado,25,14
2020-07-11,2020-07-04,Colorado,29,11
2020-07-18,2020-07-11,Colorado,43,22
2020-07-25,2020-07-18,Colorado,33,24
2020-08-01,2020-07-25,Colorado,36,18
2020-08-08,2020-08-01,Colorado,39,20
2020-08-15,2020-08-08,Colorado,28,18
2020-08-22,2020-08-15,Colorado,19,12
2020-08-29,2020-08-22,Colorado,29,0
2020-09-05,2020-08-29,Colorado,20,0
2020-09-12,2020-09-05,Colorado,33,13
2020-09-19,2020-09-12,Colorado,21,0
2020-09-26,2020-09-19,Colorado,24,11
2020-10-03,2020-09-26,Colorado,33,13
2020-10-10,2020-10-03,Colorado,38,17
2020-10-17,2020-10-10,Colorado,35,19
2020-10-24,2020-10-17,Colorado,23,11
2020-10-31,2020-10-24,Colorado,0,0
2020-02-01,2020-01-25,Connecticut,0,0
2020-02-08,2020-02-01,Connecticut,0,0
2020-02-15,2020-02-08,Connecticut,0,0
2020-02-22,2020-02-15,Connecticut,0,0
2020-02-29,2020-02-22,Connecticut,0,0
2020-03-07,2020-02-29,Connecticut,0,0
2020-03-14,2020-03-07,Connecticut,0,0
2020-03-21,2020-03-14,Connecticut,11,0
2020-03-28,2020-03-21,Connecticut,48,13
2020-04-04,2020-03-28,Connecticut,207,34
2020-04-11,2020-04-04,Connecticut,510,119
2020-04-18,2020-04-11,Connecticut,675,128
2020-04-25,2020-04-18,Connecticut,673,147
2020-05-02,2020-04-25,Connecticut,569,131
2020-05-09,2020-05-02,Connecticut,464,118
2020-05-16,2020-05-09,Connecticut,382,87
2020-05-23,2020-05-16,Connecticut,283,58
2020-05-30,2020-05-23,Connecticut,209,44
2020-06-06,2020-05-30,Connecticut,117,19
2020-06-13,2020-06-06,Connecticut,86,17
2020-06-20,2020-06-13,Connecticut,44,0
2020-06-27,2020-06-20,Connecticut,44,15
2020-07-04,2020-06-27,Connecticut,23,0
2020-07-11,2020-07-04,Connecticut,25,0
2020-07-18,2020-07-11,Connecticut,17,0
2020-07-25,2020-07-18,Connecticut,14,0
2020-08-01,2020-07-25,Connecticut,10,0
2020-08-08,2020-08-01,Connecticut,0,0
2020-08-15,2020-08-08,Connecticut,0,0
2020-08-22,2020-08-15,Connecticut,0,0
2020-08-29,2020-08-22,Connecticut,0,0
2020-09-05,2020-08-29,Connecticut,0,0
2020-09-12,2020-09-05,Connecticut,0,0
2020-09-19,2020-09-12,Connecticut,11,0
2020-09-26,2020-09-19,Connecticut,0,0
2020-10-03,2020-09-26,Connecticut,14,0
2020-10-10,2020-10-03,Connecticut,0,0
2020-10-17,2020-10-10,Connecticut,0,0
2020-10-24,2020-10-17,Connecticut,0,0
2020-10-31,2020-10-24,Connecticut,0,0
2020-02-01,2020-01-25,Delaware,0,0
2020-02-08,2020-02-01,Delaware,0,0
2020-02-15,2020-02-08,Delaware,0,0
2020-02-22,2020-02-15,Delaware,0,0
2020-02-29,2020-02-22,Delaware,0,0
2020-03-07,2020-02-29,Delaware,0,0
2020-03-14,2020-03-07,Delaware,0,0
2020-03-21,2020-03-14,Delaware,0,0
2020-03-28,2020-03-21,Delaware,0,0
2020-04-04,2020-03-28,Delaware,0,0
2020-04-11,2020-04-04,Delaware,24,11
2020-04-18,2020-04-11,Delaware,40,17
2020-04-25,2020-04-18,Delaware,64,27
2020-05-02,2020-04-25,Delaware,74,29
2020-05-09,2020-05-02,Delaware,64,27
2020-05-16,2020-05-09,Delaware,75,19
2020-05-23,2020-05-16,Delaware,49,17
2020-05-30,2020-05-23,Delaware,49,16
2020-06-06,2020-05-30,Delaware,23,0
2020-06-13,2020-06-06,Delaware,20,0
2020-06-20,2020-06-13,Delaware,0,0
2020-06-27,2020-06-20,Delaware,0,0
2020-07-04,2020-06-27,Delaware,0,0
2020-07-11,2020-07-04,Delaware,0,0
2020-07-18,2020-07-11,Delaware,0,0
2020-07-25,2020-07-18,Delaware,0,0
2020-08-01,2020-07-25,Delaware,0,0
2020-08-08,2020-08-01,Delaware,0,0
2020-08-15,2020-08-08,Delaware,0,0
2020-08-22,2020-08-15,Delaware,0,0
2020-08-29,2020-08-22,Delaware,0,0
2020-09-05,2020-08-29,Delaware,0,0
2020-09-12,2020-09-05,Delaware,0,0
2020-09-19,2020-09-12,Delaware,0,0
2020-09-26,2020-09-19,Delaware,0,0
2020-10-03,2020-09-26,Delaware,0,0
2020-10-10,2020-10-03,Delaware,0,0
2020-10-17,2020-10-10,Delaware,0,0
2020-10-24,2020-10-17,Delaware,0,0
2020-10-31,2020-10-24,Delaware,0,0
2020-02-01,2020-01-25,District of Columbia,0,0
2020-02-08,2020-02-01,District of Columbia,0,0
2020-02-15,2020-02-08,District of Columbia,0,0
2020-02-22,2020-02-15,District of Columbia,0,0
2020-02-29,2020-02-22,District of Columbia,0,0
2020-03-07,2020-02-29,District of Columbia,0,0
2020-03-14,2020-03-07,District of Columbia,0,0
2020-03-21,2020-03-14,District of Columbia,0,0
2020-03-28,2020-03-21,District of Columbia,0,0
2020-04-04,2020-03-28,District of Columbia,25,25
2020-04-11,2020-04-04,District of Columbia,37,37
2020-04-18,2020-04-11,District of Columbia,59,57
2020-04-25,2020-04-18,District of Columbia,90,90
2020-05-02,2020-04-25,District of Columbia,75,75
2020-05-09,2020-05-02,District of Columbia,86,86
2020-05-16,2020-05-09,District of Columbia,71,71
2020-05-23,2020-05-16,District of Columbia,49,46
2020-05-30,2020-05-23,District of Columbia,42,41
2020-06-06,2020-05-30,District of Columbia,38,36
2020-06-13,2020-06-06,District of Columbia,30,30
2020-06-20,2020-06-13,District of Columbia,28,21
2020-06-27,2020-06-20,District of Columbia,19,18
2020-07-04,2020-06-27,District of Columbia,16,13
2020-07-11,2020-07-04,District of Columbia,0,0
2020-07-18,2020-07-11,District of Columbia,13,0
2020-07-25,2020-07-18,District of Columbia,0,0
2020-08-01,2020-07-25,District of Columbia,10,0
2020-08-08,2020-08-01,District of Columbia,0,0
2020-08-15,2020-08-08,District of Columbia,0,0
2020-08-22,2020-08-15,District of Columbia,11,10
2020-08-29,2020-08-22,District of Columbia,0,0
2020-09-05,2020-08-29,District of Columbia,0,0
2020-09-12,2020-09-05,District of Columbia,0,0
2020-09-19,2020-09-12,District of Columbia,0,0
2020-09-26,2020-09-19,District of Columbia,0,0
2020-10-03,2020-09-26,District of Columbia,0,0
2020-10-10,2020-10-03,District of Columbia,0,0
2020-10-17,2020-10-10,District of Columbia,0,0
2020-10-24,2020-10-17,District of Columbia,0,0
2020-10-31,2020-10-24,District of Columbia,0,0
2020-02-01,2020-01-25,Florida,0,0
2020-02-08,2020-02-01,Florida,0,0
2020-02-15,2020-02-08,Florida,0,0
2020-02-22,2020-02-15,Florida,0,0
2020-02-29,2020-02-22,Florida,0,0
2020-03-07,2020-02-29,Florida,0,0
2020-03-14,2020-03-07,Florida,0,0
2020-03-21,2020-03-14,Florida,17,0
2020-03-28,2020-03-21,Florida,92,45
2020-04-04,2020-03-28,Florida,219,142
2020-04-11,2020-04-04,Florida,303,158
2020-04-18,2020-04-11,Florida,310,155
2020-04-25,2020-04-18,Florida,325,164
2020-05-02,2020-04-25,Florida,308,170
2020-05-09,2020-05-02,Florida,290,141
2020-05-16,2020-05-09,Florida,257,132
2020-05-23,2020-05-16,Florida,236,117
2020-05-30,2020-05-23,Florida,230,112
2020-06-06,2020-05-30,Florida,222,99
2020-06-13,2020-06-06,Florida,193,101
2020-06-20,2020-06-13,Florida,220,114
2020-06-27,2020-06-20,Florida,322,177
2020-07-04,2020-06-27,Florida,465,226
2020-07-11,2020-07-04,Florida,781,367
2020-07-18,2020-07-11,Florida,1179,568
2020-07-25,2020-07-18,Florida,1413,730
2020-08-01,2020-07-25,Florida,1513,773
2020-08-08,2020-08-01,Florida,1396,832
2020-08-15,2020-08-08,Florida,1178,676
2020-08-22,2020-08-15,Florida,947,565
2020-08-29,2020-08-22,Florida,801,467
2020-09-05,2020-08-29,Florida,653,385
2020-09-12,2020-09-05,Florida,518,317
2020-09-19,2020-09-12,Florida,430,270
2020-09-26,2020-09-19,Florida,413,243
2020-10-03,2020-09-26,Florida,311,173
2020-10-10,2020-10-03,Florida,316,192
2020-10-17,2020-10-10,Florida,260,155
2020-10-24,2020-10-17,Florida,93,57
2020-10-31,2020-10-24,Florida,15,12
2020-02-01,2020-01-25,Georgia,0,0
2020-02-08,2020-02-01,Georgia,0,0
2020-02-15,2020-02-08,Georgia,0,0
2020-02-22,2020-02-15,Georgia,0,0
2020-02-29,2020-02-22,Georgia,0,0
2020-03-07,2020-02-29,Georgia,0,0
2020-03-14,2020-03-07,Georgia,0,0
2020-03-21,2020-03-14,Georgia,41,20
2020-03-28,2020-03-21,Georgia,98,44
2020-04-04,2020-03-28,Georgia,218,107
2020-04-11,2020-04-04,Georgia,216,98
2020-04-18,2020-04-11,Georgia,265,112
2020-04-25,2020-04-18,Georgia,257,118
2020-05-02,2020-04-25,Georgia,271,129
2020-05-09,2020-05-02,Georgia,207,92
2020-05-16,2020-05-09,Georgia,195,96
2020-05-23,2020-05-16,Georgia,154,71
2020-05-30,2020-05-23,Georgia,141,47
2020-06-06,2020-05-30,Georgia,118,53
2020-06-13,2020-06-06,Georgia,118,56
2020-06-20,2020-06-13,Georgia,94,32
2020-06-27,2020-06-20,Georgia,128,49
2020-07-04,2020-06-27,Georgia,149,54
2020-07-11,2020-07-04,Georgia,219,95
2020-07-18,2020-07-11,Georgia,293,133
2020-07-25,2020-07-18,Georgia,368,166
2020-08-01,2020-07-25,Georgia,408,184
2020-08-08,2020-08-01,Georgia,464,219
2020-08-15,2020-08-08,Georgia,418,209
2020-08-22,2020-08-15,Georgia,396,205
2020-08-29,2020-08-22,Georgia,331,170
2020-09-05,2020-08-29,Georgia,248,135
2020-09-12,2020-09-05,Georgia,248,133
2020-09-19,2020-09-12,Georgia,203,110
2020-09-26,2020-09-19,Georgia,199,98
2020-10-03,2020-09-26,Georgia,142,70
2020-10-10,2020-10-03,Georgia,133,73
2020-10-17,2020-10-10,Georgia,90,53
2020-10-24,2020-10-17,Georgia,51,25
2020-10-31,2020-10-24,Georgia,0,0
2020-02-01,2020-01-25,Hawaii,0,0
2020-02-08,2020-02-01,Hawaii,0,0
2020-02-15,2020-02-08,Hawaii,0,0
2020-02-22,2020-02-15,Hawaii,0,0
2020-02-29,2020-02-22,Hawaii,0,0
2020-03-07,2020-02-29,Hawaii,0,0
2020-03-14,2020-03-07,Hawaii,0,0
2020-03-21,2020-03-14,Hawaii,0,0
2020-03-28,2020-03-21,Hawaii,0,0
2020-04-04,2020-03-28,Hawaii,0,0
2020-04-11,2020-04-04,Hawaii,0,0
2020-04-18,2020-04-11,Hawaii,0,0
2020-04-25,2020-04-18,Hawaii,0,0
2020-05-02,2020-04-25,Hawaii,0,0
2020-05-09,2020-05-02,Hawaii,0,0
2020-05-16,2020-05-09,Hawaii,0,0
2020-05-23,2020-05-16,Hawaii,0,0
2020-05-30,2020-05-23,Hawaii,0,0
2020-06-06,2020-05-30,Hawaii,0,0
2020-06-13,2020-06-06,Hawaii,0,0
2020-06-20,2020-06-13,Hawaii,0,0
2020-06-27,2020-06-20,Hawaii,0,0
2020-07-04,2020-06-27,Hawaii,0,0
2020-07-11,2020-07-04,Hawaii,0,0
2020-07-18,2020-07-11,Hawaii,0,0
2020-07-25,2020-07-18,Hawaii,0,0
2020-08-01,2020-07-25,Hawaii,0,0
2020-08-08,2020-08-01,Hawaii,0,0
2020-08-15,2020-08-08,Hawaii,12,0
2020-08-22,2020-08-15,Hawaii,11,0
2020-08-29,2020-08-22,Hawaii,32,18
2020-09-05,2020-08-29,Hawaii,29,12
2020-09-12,2020-09-05,Hawaii,32,17
2020-09-19,2020-09-12,Hawaii,32,11
2020-09-26,2020-09-19,Hawaii,25,13
2020-10-03,2020-09-26,Hawaii,20,12
2020-10-10,2020-10-03,Hawaii,16,0
2020-10-17,2020-10-10,Hawaii,13,0
2020-10-24,2020-10-17,Hawaii,11,0
2020-10-31,2020-10-24,Hawaii,0,0
2020-02-01,2020-01-25,Idaho,0,0
2020-02-08,2020-02-01,Idaho,0,0
2020-02-15,2020-02-08,Idaho,0,0
2020-02-22,2020-02-15,Idaho,0,0
2020-02-29,2020-02-22,Idaho,0,0
2020-03-07,2020-02-29,Idaho,0,0
2020-03-14,2020-03-07,Idaho,0,0
2020-03-21,2020-03-14,Idaho,0,0
2020-03-28,2020-03-21,Idaho,0,0
2020-04-04,2020-03-28,Idaho,0,0
2020-04-11,2020-04-04,Idaho,22,0
2020-04-18,2020-04-11,Idaho,12,0
2020-04-25,2020-04-18,Idaho,12,0
2020-05-02,2020-04-25,Idaho,0,0
2020-05-09,2020-05-02,Idaho,0,0
2020-05-16,2020-05-09,Idaho,0,0
2020-05-23,2020-05-16,Idaho,0,0
2020-05-30,2020-05-23,Idaho,0,0
2020-06-06,2020-05-30,Idaho,0,0
2020-06-13,2020-06-06,Idaho,0,0
2020-06-20,2020-06-13,Idaho,0,0
2020-06-27,2020-06-20,Idaho,0,0
2020-07-04,2020-06-27,Idaho,0,0
2020-07-11,2020-07-04,Idaho,15,0
2020-07-18,2020-07-11,Idaho,26,0
2020-07-25,2020-07-18,Idaho,45,23
2020-08-01,2020-07-25,Idaho,49,22
2020-08-08,2020-08-01,Idaho,40,15
2020-08-15,2020-08-08,Idaho,32,12
2020-08-22,2020-08-15,Idaho,57,23
2020-08-29,2020-08-22,Idaho,28,11
2020-09-05,2020-08-29,Idaho,38,17
2020-09-12,2020-09-05,Idaho,25,11
2020-09-19,2020-09-12,Idaho,18,0
2020-09-26,2020-09-19,Idaho,25,13
2020-10-03,2020-09-26,Idaho,29,13
2020-10-10,2020-10-03,Idaho,24,14
2020-10-17,2020-10-10,Idaho,31,12
2020-10-24,2020-10-17,Idaho,24,11
2020-10-31,2020-10-24,Idaho,0,0
2020-02-01,2020-01-25,Illinois,0,0
2020-02-08,2020-02-01,Illinois,0,0
2020-02-15,2020-02-08,Illinois,0,0
2020-02-22,2020-02-15,Illinois,0,0
2020-02-29,2020-02-22,Illinois,0,0
2020-03-07,2020-02-29,Illinois,0,0
2020-03-14,2020-03-07,Illinois,0,0
2020-03-21,2020-03-14,Illinois,14,0
2020-03-28,2020-03-21,Illinois,73,44
2020-04-04,2020-03-28,Illinois,296,177
2020-04-11,2020-04-04,Illinois,469,253
2020-04-18,2020-04-11,Illinois,588,323
2020-04-25,2020-04-18,Illinois,676,325
2020-05-02,2020-04-25,Illinois,741,377
2020-05-09,2020-05-02,Illinois,787,397
2020-05-16,2020-05-09,Illinois,696,315
2020-05-23,2020-05-16,Illinois,572,302
2020-05-30,2020-05-23,Illinois,470,209
2020-06-06,2020-05-30,Illinois,426,203
2020-06-13,2020-06-06,Illinois,318,165
2020-06-20,2020-06-13,Illinois,269,120
2020-06-27,2020-06-20,Illinois,150,54
2020-07-04,2020-06-27,Illinois,146,62
2020-07-11,2020-07-04,Illinois,110,45
2020-07-18,2020-07-11,Illinois,89,33
2020-07-25,2020-07-18,Illinois,81,38
2020-08-01,2020-07-25,Illinois,89,37
2020-08-08,2020-08-01,Illinois,98,40
2020-08-15,2020-08-08,Illinois,100,38
2020-08-22,2020-08-15,Illinois,95,40
2020-08-29,2020-08-22,Illinois,128,60
2020-09-05,2020-08-29,Illinois,119,50
2020-09-12,2020-09-05,Illinois,118,57
2020-09-19,2020-09-12,Illinois,126,52
2020-09-26,2020-09-19,Illinois,135,65
2020-10-03,2020-09-26,Illinois,141,60
2020-10-10,2020-10-03,Illinois,180,86
2020-10-17,2020-10-10,Illinois,190,87
2020-10-24,2020-10-17,Illinois,94,46
2020-10-31,2020-10-24,Illinois,14,0
2020-02-01,2020-01-25,Indiana,0,0
