Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
10/28/2020,02/01/2020,10/24/2020,MS,Lafayette County,28071,Micropolitan,108,622
10/28/2020,02/01/2020,10/24/2020,MS,Lamar County,28073,Small metro,66,427
10/28/2020,02/01/2020,10/24/2020,MS,Lauderdale County,28075,Micropolitan,257,1163
10/28/2020,02/01/2020,10/24/2020,MS,Lawrence County,28077,Noncore,10,103
10/28/2020,02/01/2020,10/24/2020,MS,Leake County,28079,Noncore,16,140
10/28/2020,02/01/2020,10/24/2020,MS,Lee County,28081,Micropolitan,224,1718
10/28/2020,02/01/2020,10/24/2020,MS,Leflore County,28083,Micropolitan,90,427
10/28/2020,02/01/2020,10/24/2020,MS,Lincoln County,28085,Micropolitan,44,330
10/28/2020,02/01/2020,10/24/2020,MS,Lowndes County,28087,Micropolitan,87,650
10/28/2020,02/01/2020,10/24/2020,MS,Madison County,28089,Medium metro,60,793
10/28/2020,02/01/2020,10/24/2020,MS,Marion County,28091,Noncore,10,199
10/28/2020,02/01/2020,10/24/2020,MS,Monroe County,28095,Noncore,49,310
10/28/2020,02/01/2020,10/24/2020,MS,Montgomery County,28097,Noncore,12,103
10/28/2020,02/01/2020,10/24/2020,MS,Neshoba County,28099,Noncore,18,236
10/28/2020,02/01/2020,10/24/2020,MS,Oktibbeha County,28105,Micropolitan,42,262
10/28/2020,02/01/2020,10/24/2020,MS,Panola County,28107,Noncore,12,212
10/28/2020,02/01/2020,10/24/2020,MS,Pearl River County,28109,Micropolitan,30,440
10/28/2020,02/01/2020,10/24/2020,MS,Pike County,28113,Micropolitan,55,444
10/28/2020,02/01/2020,10/24/2020,MS,Prentiss County,28117,Noncore,10,170
10/28/2020,02/01/2020,10/24/2020,MS,Rankin County,28121,Medium metro,41,788
10/28/2020,02/01/2020,10/24/2020,MS,Simpson County,28127,Medium metro,26,217
10/28/2020,02/01/2020,10/24/2020,MS,Sunflower County,28133,Micropolitan,32,241
10/28/2020,02/01/2020,10/24/2020,MS,Tate County,28137,Large fringe metro,12,155
10/28/2020,02/01/2020,10/24/2020,MS,Tishomingo County,28141,Noncore,22,195
10/28/2020,02/01/2020,10/24/2020,MS,Warren County,28149,Micropolitan,73,482
10/28/2020,02/01/2020,10/24/2020,MS,Washington County,28151,Micropolitan,101,585
10/28/2020,02/01/2020,10/24/2020,MS,Wayne County,28153,Noncore,19,156
10/28/2020,02/01/2020,10/24/2020,MS,Webster County,28155,Noncore,13,109
10/28/2020,02/01/2020,10/24/2020,MS,Winston County,28159,Noncore,11,131
10/28/2020,02/01/2020,10/24/2020,MS,Yazoo County,28163,Medium metro,16,173
10/28/2020,02/01/2020,10/24/2020,MT,Cascade County,30013,Small metro,17,802
10/28/2020,02/01/2020,10/24/2020,MT,Flathead County,30029,Micropolitan,31,868
10/28/2020,02/01/2020,10/24/2020,MT,Hill County,30041,Noncore,12,106
10/28/2020,02/01/2020,10/24/2020,MT,Yellowstone County,30111,Small metro,144,1580
10/28/2020,02/01/2020,10/24/2020,NC,Alamance County,37001,Small metro,18,1070
10/28/2020,02/01/2020,10/24/2020,NC,Beaufort County,37013,Micropolitan,13,306
10/28/2020,02/01/2020,10/24/2020,NC,Brunswick County,37019,Medium metro,15,845
10/28/2020,02/01/2020,10/24/2020,NC,Buncombe County,37021,Medium metro,113,2352
10/28/2020,02/01/2020,10/24/2020,NC,Burke County,37023,Medium metro,40,647
10/28/2020,02/01/2020,10/24/2020,NC,Cabarrus County,37025,Large fringe metro,90,1299
10/28/2020,02/01/2020,10/24/2020,NC,Caldwell County,37027,Medium metro,15,535
10/28/2020,02/01/2020,10/24/2020,NC,Catawba County,37035,Medium metro,53,1225
10/28/2020,02/01/2020,10/24/2020,NC,Chatham County,37037,Medium metro,50,546
10/28/2020,02/01/2020,10/24/2020,NC,Cleveland County,37045,Micropolitan,38,754
10/28/2020,02/01/2020,10/24/2020,NC,Columbus County,37047,Noncore,18,451
10/28/2020,02/01/2020,10/24/2020,NC,Craven County,37049,Small metro,33,773
10/28/2020,02/01/2020,10/24/2020,NC,Cumberland County,37051,Medium metro,82,1812
10/28/2020,02/01/2020,10/24/2020,NC,Davidson County,37057,Medium metro,18,918
10/28/2020,02/01/2020,10/24/2020,NC,Duplin County,37061,Noncore,19,296
10/28/2020,02/01/2020,10/24/2020,NC,Durham County,37063,Medium metro,148,2216
10/28/2020,02/01/2020,10/24/2020,NC,Edgecombe County,37065,Small metro,12,366
10/28/2020,02/01/2020,10/24/2020,NC,Forsyth County,37067,Medium metro,131,3205
10/28/2020,02/01/2020,10/24/2020,NC,Franklin County,37069,Large fringe metro,11,236
10/28/2020,02/01/2020,10/24/2020,NC,Gaston County,37071,Large fringe metro,51,1431
10/28/2020,02/01/2020,10/24/2020,NC,Guilford County,37081,Medium metro,204,3189
10/28/2020,02/01/2020,10/24/2020,NC,Halifax County,37083,Micropolitan,13,331
10/28/2020,02/01/2020,10/24/2020,NC,Harnett County,37085,Micropolitan,28,522
10/28/2020,02/01/2020,10/24/2020,NC,Haywood County,37087,Medium metro,28,447
10/28/2020,02/01/2020,10/24/2020,NC,Henderson County,37089,Medium metro,65,902
10/28/2020,02/01/2020,10/24/2020,NC,Hertford County,37091,Noncore,21,185
10/28/2020,02/01/2020,10/24/2020,NC,Iredell County,37097,Large fringe metro,26,972
10/28/2020,02/01/2020,10/24/2020,NC,Johnston County,37101,Large fringe metro,27,798
10/28/2020,02/01/2020,10/24/2020,NC,Lenoir County,37107,Micropolitan,17,376
10/28/2020,02/01/2020,10/24/2020,NC,Lincoln County,37109,Large fringe metro,16,435
10/28/2020,02/01/2020,10/24/2020,NC,McDowell County,37111,Micropolitan,12,213
10/28/2020,02/01/2020,10/24/2020,NC,Mecklenburg County,37119,Large central metro,290,4878
10/28/2020,02/01/2020,10/24/2020,NC,Moore County,37125,Micropolitan,53,898
10/28/2020,02/01/2020,10/24/2020,NC,Nash County,37127,Small metro,19,590
10/28/2020,02/01/2020,10/24/2020,NC,New Hanover County,37129,Medium metro,53,1838
10/28/2020,02/01/2020,10/24/2020,NC,Onslow County,37133,Small metro,13,573
10/28/2020,02/01/2020,10/24/2020,NC,Orange County,37135,Medium metro,78,925
10/28/2020,02/01/2020,10/24/2020,NC,Pasquotank County,37139,Micropolitan,23,325
10/28/2020,02/01/2020,10/24/2020,NC,Pitt County,37147,Small metro,61,1543
10/28/2020,02/01/2020,10/24/2020,NC,Randolph County,37151,Medium metro,20,740
10/28/2020,02/01/2020,10/24/2020,NC,Robeson County,37155,Micropolitan,50,772
10/28/2020,02/01/2020,10/24/2020,NC,Rowan County,37159,Large fringe metro,58,948
10/28/2020,02/01/2020,10/24/2020,NC,Rutherford County,37161,Micropolitan,15,468
10/28/2020,02/01/2020,10/24/2020,NC,Scotland County,37165,Micropolitan,12,322
10/28/2020,02/01/2020,10/24/2020,NC,Stanly County,37167,Micropolitan,18,393
10/28/2020,02/01/2020,10/24/2020,NC,Surry County,37171,Micropolitan,14,609
10/28/2020,02/01/2020,10/24/2020,NC,Union County,37179,Large fringe metro,37,839
10/28/2020,02/01/2020,10/24/2020,NC,Vance County,37181,Micropolitan,45,352
10/28/2020,02/01/2020,10/24/2020,NC,Wake County,37183,Large central metro,259,4130
10/28/2020,02/01/2020,10/24/2020,NC,Wayne County,37191,Small metro,62,984
10/28/2020,02/01/2020,10/24/2020,NC,Wilkes County,37193,Micropolitan,12,407
10/28/2020,02/01/2020,10/24/2020,NC,Wilson County,37195,Micropolitan,39,537
10/28/2020,02/01/2020,10/24/2020,ND,Burleigh County,38015,Small metro,83,920
10/28/2020,02/01/2020,10/24/2020,ND,Cass County,38017,Small metro,144,1572
10/28/2020,02/01/2020,10/24/2020,ND,Grand Forks County,38035,Small metro,25,522
10/28/2020,02/01/2020,10/24/2020,ND,Morton County,38059,Small metro,14,218
10/28/2020,02/01/2020,10/24/2020,ND,Stark County,38089,Micropolitan,19,165
10/28/2020,02/01/2020,10/24/2020,ND,Ward County,38101,Micropolitan,34,530
10/28/2020,02/01/2020,10/24/2020,NE,Adams County,31001,Micropolitan,18,232
10/28/2020,02/01/2020,10/24/2020,NE,Buffalo County,31019,Micropolitan,36,422
10/28/2020,02/01/2020,10/24/2020,NE,Dakota County,31043,Small metro,10,86
10/28/2020,02/01/2020,10/24/2020,NE,Dodge County,31053,Micropolitan,20,314
10/28/2020,02/01/2020,10/24/2020,NE,Douglas County,31055,Medium metro,295,4147
10/28/2020,02/01/2020,10/24/2020,NE,Hall County,31079,Small metro,42,408
10/28/2020,02/01/2020,10/24/2020,NE,Hamilton County,31081,Small metro,15,62
10/28/2020,02/01/2020,10/24/2020,NE,Lancaster County,31109,Medium metro,77,2146
10/28/2020,02/01/2020,10/24/2020,NE,Lincoln County,31111,Micropolitan,22,313
10/28/2020,02/01/2020,10/24/2020,NE,Perkins County,31135,Noncore,11,32
10/28/2020,02/01/2020,10/24/2020,NE,Sarpy County,31153,Medium metro,15,662
10/28/2020,02/01/2020,10/24/2020,NE,Scotts Bluff County,31157,Micropolitan,11,353
10/28/2020,02/01/2020,10/24/2020,NH,Hillsborough County,33011,Medium metro,320,2858
10/28/2020,02/01/2020,10/24/2020,NH,Merrimack County,33013,Micropolitan,28,1180
10/28/2020,02/01/2020,10/24/2020,NH,Rockingham County,33015,Large fringe metro,84,1778
10/28/2020,02/01/2020,10/24/2020,NJ,Atlantic County,34001,Medium metro,219,2365
10/28/2020,02/01/2020,10/24/2020,NJ,Bergen County,34003,Large fringe metro,2076,7785
10/28/2020,02/01/2020,10/24/2020,NJ,Burlington County,34005,Large fringe metro,455,3027
10/28/2020,02/01/2020,10/24/2020,NJ,Camden County,34007,Large fringe metro,577,5006
10/28/2020,02/01/2020,10/24/2020,NJ,Cape May County,34009,Small metro,79,886
10/28/2020,02/01/2020,10/24/2020,NJ,Cumberland County,34011,Small metro,122,1249
10/28/2020,02/01/2020,10/24/2020,NJ,Essex County,34013,Large central metro,2042,7266
10/28/2020,02/01/2020,10/24/2020,NJ,Gloucester County,34015,Large fringe metro,215,2130
10/28/2020,02/01/2020,10/24/2020,NJ,Hudson County,34017,Large central metro,1095,3720
10/28/2020,02/01/2020,10/24/2020,NJ,Hunterdon County,34019,Large fringe metro,122,706
10/28/2020,02/01/2020,10/24/2020,NJ,Mercer County,34021,Medium metro,534,2606
10/28/2020,02/01/2020,10/24/2020,NJ,Middlesex County,34023,Large fringe metro,1490,6428
10/28/2020,02/01/2020,10/24/2020,NJ,Monmouth County,34025,Large fringe metro,865,5478
10/28/2020,02/01/2020,10/24/2020,NJ,Morris County,34027,Large fringe metro,994,4568
10/28/2020,02/01/2020,10/24/2020,NJ,Ocean County,34029,Large fringe metro,845,5745
10/28/2020,02/01/2020,10/24/2020,NJ,Passaic County,34031,Large fringe metro,1003,3669
10/28/2020,02/01/2020,10/24/2020,NJ,Salem County,34033,Large fringe metro,61,529
10/28/2020,02/01/2020,10/24/2020,NJ,Somerset County,34035,Large fringe metro,415,2046
10/28/2020,02/01/2020,10/24/2020,NJ,Sussex County,34037,Large fringe metro,158,974
10/28/2020,02/01/2020,10/24/2020,NJ,Union County,34039,Large central metro,1005,4092
10/28/2020,02/01/2020,10/24/2020,NJ,Warren County,34041,Medium metro,139,792
10/28/2020,02/01/2020,10/24/2020,NM,Bernalillo County,35001,Medium metro,365,5668
10/28/2020,02/01/2020,10/24/2020,NM,Chaves County,35005,Micropolitan,10,458
10/28/2020,02/01/2020,10/24/2020,NM,Dona Ana County,35013,Small metro,52,1436
10/28/2020,02/01/2020,10/24/2020,NM,McKinley County,35031,Micropolitan,96,474
10/28/2020,02/01/2020,10/24/2020,NM,Sandoval County,35043,Medium metro,90,1036
10/28/2020,02/01/2020,10/24/2020,NM,San Juan County,35045,Small metro,191,953
10/28/2020,02/01/2020,10/24/2020,NM,Santa Fe County,35049,Small metro,16,972
10/28/2020,02/01/2020,10/24/2020,NV,Clark County,32003,Large central metro,1405,15160
10/28/2020,02/01/2020,10/24/2020,NV,Washoe County,32031,Medium metro,190,3658
10/28/2020,02/01/2020,10/24/2020,NV,Carson City,32510,Small metro,12,812
10/28/2020,02/01/2020,10/24/2020,NY,Albany County,36001,Medium metro,209,3016
10/28/2020,02/01/2020,10/24/2020,NY,Bronx County,36005,Large central metro,4316,13630
10/28/2020,02/01/2020,10/24/2020,NY,Broome County,36007,Small metro,116,1879
10/28/2020,02/01/2020,10/24/2020,NY,Cattaraugus County,36009,Micropolitan,15,557
10/28/2020,02/01/2020,10/24/2020,NY,Chemung County,36015,Small metro,19,685
10/28/2020,02/01/2020,10/24/2020,NY,Columbia County,36021,Micropolitan,48,469
10/28/2020,02/01/2020,10/24/2020,NY,Dutchess County,36027,Large fringe metro,204,2162
10/28/2020,02/01/2020,10/24/2020,NY,Erie County,36029,Large central metro,749,8318
10/28/2020,02/01/2020,10/24/2020,NY,Fulton County,36035,Micropolitan,31,375
10/28/2020,02/01/2020,10/24/2020,NY,Herkimer County,36043,Medium metro,13,361
10/28/2020,02/01/2020,10/24/2020,NY,Kings County,36047,Large central metro,6099,18354
10/28/2020,02/01/2020,10/24/2020,NY,Madison County,36053,Medium metro,12,402
10/28/2020,02/01/2020,10/24/2020,NY,Monroe County,36055,Large central metro,354,6210
10/28/2020,02/01/2020,10/24/2020,NY,Nassau County,36059,Large fringe metro,3248,12308
10/28/2020,02/01/2020,10/24/2020,NY,New York County,36061,Large central metro,3995,14271
10/28/2020,02/01/2020,10/24/2020,NY,Niagara County,36063,Large fringe metro,81,1682
10/28/2020,02/01/2020,10/24/2020,NY,Oneida County,36065,Medium metro,138,2119
10/28/2020,02/01/2020,10/24/2020,NY,Onondaga County,36067,Medium metro,252,4254
10/28/2020,02/01/2020,10/24/2020,NY,Ontario County,36069,Large fringe metro,33,803
10/28/2020,02/01/2020,10/24/2020,NY,Orange County,36071,Large fringe metro,488,2558
10/28/2020,02/01/2020,10/24/2020,NY,Orleans County,36073,Large fringe metro,44,259
10/28/2020,02/01/2020,10/24/2020,NY,Otsego County,36077,Micropolitan,13,613
10/28/2020,02/01/2020,10/24/2020,NY,Putnam County,36079,Large fringe metro,70,449
10/28/2020,02/01/2020,10/24/2020,NY,Queens County,36081,Large central metro,5465,15960
10/28/2020,02/01/2020,10/24/2020,NY,Rensselaer County,36083,Medium metro,42,1116
10/28/2020,02/01/2020,10/24/2020,NY,Richmond County,36085,Large central metro,992,3762
10/28/2020,02/01/2020,10/24/2020,NY,Rockland County,36087,Large fringe metro,663,2288
10/28/2020,02/01/2020,10/24/2020,NY,Schenectady County,36093,Medium metro,37,1209
10/28/2020,02/01/2020,10/24/2020,NY,Steuben County,36101,Micropolitan,64,741
10/28/2020,02/01/2020,10/24/2020,NY,Suffolk County,36103,Large fringe metro,2717,12074
10/28/2020,02/01/2020,10/24/2020,NY,Sullivan County,36105,Noncore,45,506
10/28/2020,02/01/2020,10/24/2020,NY,Tioga County,36107,Small metro,18,233
10/28/2020,02/01/2020,10/24/2020,NY,Ulster County,36111,Small metro,59,1060
10/28/2020,02/01/2020,10/24/2020,NY,Warren County,36113,Small metro,44,741
10/28/2020,02/01/2020,10/24/2020,NY,Washington County,36115,Small metro,12,415
10/28/2020,02/01/2020,10/24/2020,NY,Westchester County,36119,Large fringe metro,1905,7216
10/28/2020,02/01/2020,10/24/2020,OH,Allen County,39003,Small metro,88,1101
10/28/2020,02/01/2020,10/24/2020,OH,Ashtabula County,39007,Micropolitan,35,728
10/28/2020,02/01/2020,10/24/2020,OH,Butler County,39017,Large fringe metro,106,2410
10/28/2020,02/01/2020,10/24/2020,OH,Clark County,39023,Small metro,42,1218
10/28/2020,02/01/2020,10/24/2020,OH,Clermont County,39025,Large fringe metro,15,894
10/28/2020,02/01/2020,10/24/2020,OH,Columbiana County,39029,Micropolitan,65,831
10/28/2020,02/01/2020,10/24/2020,OH,Cuyahoga County,39035,Large central metro,754,12464
10/28/2020,02/01/2020,10/24/2020,OH,Darke County,39037,Micropolitan,39,398
10/28/2020,02/01/2020,10/24/2020,OH,Delaware County,39041,Large fringe metro,11,666
10/28/2020,02/01/2020,10/24/2020,OH,Erie County,39043,Micropolitan,47,842
10/28/2020,02/01/2020,10/24/2020,OH,Fairfield County,39045,Large fringe metro,45,1035
10/28/2020,02/01/2020,10/24/2020,OH,Franklin County,39049,Large central metro,786,10466
10/28/2020,02/01/2020,10/24/2020,OH,Gallia County,39053,Micropolitan,16,292
10/28/2020,02/01/2020,10/24/2020,OH,Geauga County,39055,Large fringe metro,52,673
10/28/2020,02/01/2020,10/24/2020,OH,Greene County,39057,Medium metro,34,913
10/28/2020,02/01/2020,10/24/2020,OH,Hamilton County,39061,Large central metro,359,7665
10/28/2020,02/01/2020,10/24/2020,OH,Hancock County,39063,Micropolitan,29,659
10/28/2020,02/01/2020,10/24/2020,OH,Henry County,39069,Noncore,10,129
10/28/2020,02/01/2020,10/24/2020,OH,Knox County,39083,Micropolitan,10,417
10/28/2020,02/01/2020,10/24/2020,OH,Lake County,39085,Large fringe metro,45,1513
10/28/2020,02/01/2020,10/24/2020,OH,Licking County,39089,Large fringe metro,57,1139
10/28/2020,02/01/2020,10/24/2020,OH,Lorain County,39093,Large fringe metro,62,2009
10/28/2020,02/01/2020,10/24/2020,OH,Lucas County,39095,Medium metro,441,4493
10/28/2020,02/01/2020,10/24/2020,OH,Mahoning County,39099,Medium metro,294,2831
10/28/2020,02/01/2020,10/24/2020,OH,Marion County,39101,Micropolitan,35,539
10/28/2020,02/01/2020,10/24/2020,OH,Medina County,39103,Large fringe metro,25,979
10/28/2020,02/01/2020,10/24/2020,OH,Mercer County,39107,Micropolitan,12,257
10/28/2020,02/01/2020,10/24/2020,OH,Miami County,39109,Medium metro,38,739
10/28/2020,02/01/2020,10/24/2020,OH,Montgomery County,39113,Medium metro,282,5874
10/28/2020,02/01/2020,10/24/2020,OH,Muskingum County,39119,Micropolitan,10,842
10/28/2020,02/01/2020,10/24/2020,OH,Ottawa County,39123,Micropolitan,18,242
10/28/2020,02/01/2020,10/24/2020,OH,Pickaway County,39129,Large fringe metro,15,351
10/28/2020,02/01/2020,10/24/2020,OH,Portage County,39133,Medium metro,47,978
10/28/2020,02/01/2020,10/24/2020,OH,Putnam County,39137,Noncore,14,180
10/28/2020,02/01/2020,10/24/2020,OH,Richland County,39139,Small metro,21,1066
10/28/2020,02/01/2020,10/24/2020,OH,Ross County,39141,Micropolitan,24,731
10/28/2020,02/01/2020,10/24/2020,OH,Sandusky County,39143,Micropolitan,18,398
10/28/2020,02/01/2020,10/24/2020,OH,Scioto County,39145,Micropolitan,13,869
10/28/2020,02/01/2020,10/24/2020,OH,Shelby County,39149,Micropolitan,11,276
10/28/2020,02/01/2020,10/24/2020,OH,Stark County,39151,Medium metro,198,3495
10/28/2020,02/01/2020,10/24/2020,OH,Summit County,39153,Medium metro,236,4761
10/28/2020,02/01/2020,10/24/2020,OH,Trumbull County,39155,Medium metro,77,1542
10/28/2020,02/01/2020,10/24/2020,OH,Tuscarawas County,39157,Micropolitan,20,794
10/28/2020,02/01/2020,10/24/2020,OH,Warren County,39165,Large fringe metro,45,1335
10/28/2020,02/01/2020,10/24/2020,OH,Washington County,39167,Micropolitan,28,609
10/28/2020,02/01/2020,10/24/2020,OH,Wayne County,39169,Micropolitan,63,823
10/28/2020,02/01/2020,10/24/2020,OH,Wood County,39173,Medium metro,53,938
10/28/2020,02/01/2020,10/24/2020,OH,Wyandot County,39175,Noncore,10,172
10/28/2020,02/01/2020,10/24/2020,OK,Bryan County,40013,Micropolitan,21,327
10/28/2020,02/01/2020,10/24/2020,OK,Caddo County,40015,Noncore,15,196
10/28/2020,02/01/2020,10/24/2020,OK,Canadian County,40017,Large fringe metro,11,506
10/28/2020,02/01/2020,10/24/2020,OK,Cherokee County,40021,Micropolitan,11,335
10/28/2020,02/01/2020,10/24/2020,OK,Cleveland County,40027,Large fringe metro,105,1449
10/28/2020,02/01/2020,10/24/2020,OK,Comanche County,40031,Small metro,24,764
10/28/2020,02/01/2020,10/24/2020,OK,Delaware County,40041,Noncore,22,340
10/28/2020,02/01/2020,10/24/2020,OK,Garfield County,40047,Micropolitan,36,564
10/28/2020,02/01/2020,10/24/2020,OK,Grady County,40051,Large fringe metro,13,308
10/28/2020,02/01/2020,10/24/2020,OK,Kay County,40071,Micropolitan,11,323
10/28/2020,02/01/2020,10/24/2020,OK,McCurtain County,40089,Noncore,13,226
10/28/2020,02/01/2020,10/24/2020,OK,Muskogee County,40101,Micropolitan,48,694
10/28/2020,02/01/2020,10/24/2020,OK,Oklahoma County,40109,Large central metro,444,7638
10/28/2020,02/01/2020,10/24/2020,OK,Pittsburg County,40121,Micropolitan,20,390
10/28/2020,02/01/2020,10/24/2020,OK,Pottawatomie County,40125,Micropolitan,13,570
10/28/2020,02/01/2020,10/24/2020,OK,Rogers County,40131,Medium metro,12,538
10/28/2020,02/01/2020,10/24/2020,OK,Tulsa County,40143,Medium metro,411,6257
10/28/2020,02/01/2020,10/24/2020,OK,Washington County,40147,Micropolitan,41,532
10/28/2020,02/01/2020,10/24/2020,OK,Woodward County,40153,Micropolitan,13,142
10/28/2020,02/01/2020,10/24/2020,OR,Clackamas County,41005,Large fringe metro,55,2580
10/28/2020,02/01/2020,10/24/2020,OR,Deschutes County,41017,Small metro,21,1254
10/28/2020,02/01/2020,10/24/2020,OR,Lane County,41039,Medium metro,21,2929
10/28/2020,02/01/2020,10/24/2020,OR,Lincoln County,41041,Micropolitan,12,392
10/28/2020,02/01/2020,10/24/2020,OR,Linn County,41043,Small metro,14,1034
10/28/2020,02/01/2020,10/24/2020,OR,Malheur County,41045,Micropolitan,10,214
10/28/2020,02/01/2020,10/24/2020,OR,Marion County,41047,Medium metro,83,2132
10/28/2020,02/01/2020,10/24/2020,OR,Multnomah County,41051,Large central metro,190,5121
10/28/2020,02/01/2020,10/24/2020,OR,Umatilla County,41059,Micropolitan,32,459
10/28/2020,02/01/2020,10/24/2020,OR,Wasco County,41065,Micropolitan,12,232
10/28/2020,02/01/2020,10/24/2020,OR,Washington County,41067,Large fringe metro,94,2718
10/28/2020,02/01/2020,10/24/2020,OR,Yamhill County,41071,Large fringe metro,13,675
10/28/2020,02/01/2020,10/24/2020,PA,Adams County,42001,Small metro,15,668
10/28/2020,02/01/2020,10/24/2020,PA,Allegheny County,42003,Large central metro,485,12537
10/28/2020,02/01/2020,10/24/2020,PA,Armstrong County,42005,Large fringe metro,16,477
10/28/2020,02/01/2020,10/24/2020,PA,Beaver County,42007,Large fringe metro,140,1494
10/28/2020,02/01/2020,10/24/2020,PA,Berks County,42011,Medium metro,404,3181
10/28/2020,02/01/2020,10/24/2020,PA,Blair County,42013,Small metro,34,1454
10/28/2020,02/01/2020,10/24/2020,PA,Bradford County,42015,Micropolitan,17,653
10/28/2020,02/01/2020,10/24/2020,PA,Bucks County,42017,Large fringe metro,598,4898
10/28/2020,02/01/2020,10/24/2020,PA,Butler County,42019,Large fringe metro,15,1412
10/28/2020,02/01/2020,10/24/2020,PA,Carbon County,42025,Medium metro,20,481
10/28/2020,02/01/2020,10/24/2020,PA,Centre County,42027,Small metro,14,767
10/28/2020,02/01/2020,10/24/2020,PA,Chester County,42029,Large fringe metro,430,3471
10/28/2020,02/01/2020,10/24/2020,PA,Clearfield County,42033,Micropolitan,11,707
10/28/2020,02/01/2020,10/24/2020,PA,Columbia County,42037,Small metro,27,348
10/28/2020,02/01/2020,10/24/2020,PA,Cumberland County,42041,Medium metro,112,1964
10/28/2020,02/01/2020,10/24/2020,PA,Dauphin County,42043,Medium metro,212,2658
10/28/2020,02/01/2020,10/24/2020,PA,Delaware County,42045,Large fringe metro,764,4316
10/28/2020,02/01/2020,10/24/2020,PA,Erie County,42049,Medium metro,53,2459
10/28/2020,02/01/2020,10/24/2020,PA,Fayette County,42051,Large fringe metro,11,996
10/28/2020,02/01/2020,10/24/2020,PA,Franklin County,42055,Small metro,56,1230
10/28/2020,02/01/2020,10/24/2020,PA,Indiana County,42063,Micropolitan,10,627
10/28/2020,02/01/2020,10/24/2020,PA,Lackawanna County,42069,Medium metro,245,2428
10/28/2020,02/01/2020,10/24/2020,PA,Lancaster County,42071,Medium metro,452,4168
10/28/2020,02/01/2020,10/24/2020,PA,Lawrence County,42073,Micropolitan,26,809
10/28/2020,02/01/2020,10/24/2020,PA,Lebanon County,42075,Small metro,60,1099
10/28/2020,02/01/2020,10/24/2020,PA,Lehigh County,42077,Medium metro,530,3962
10/28/2020,02/01/2020,10/24/2020,PA,Luzerne County,42079,Medium metro,189,3138
10/28/2020,02/01/2020,10/24/2020,PA,Lycoming County,42081,Small metro,35,1078
10/28/2020,02/01/2020,10/24/2020,PA,Mercer County,42085,Medium metro,25,1003
10/28/2020,02/01/2020,10/24/2020,PA,Monroe County,42089,Small metro,113,1101
10/28/2020,02/01/2020,10/24/2020,PA,Montgomery County,42091,Large fringe metro,1165,7236
10/28/2020,02/01/2020,10/24/2020,PA,Montour County,42093,Small metro,60,987
10/28/2020,02/01/2020,10/24/2020,PA,Northampton County,42095,Medium metro,278,2262
10/28/2020,02/01/2020,10/24/2020,PA,Northumberland County,42097,Micropolitan,81,719
10/28/2020,02/01/2020,10/24/2020,PA,Philadelphia County,42101,Large central metro,1705,13215
10/28/2020,02/01/2020,10/24/2020,PA,Pike County,42103,Large fringe metro,13,231
10/28/2020,02/01/2020,10/24/2020,PA,Schuylkill County,42107,Micropolitan,49,1228
10/28/2020,02/01/2020,10/24/2020,PA,Susquehanna County,42115,Noncore,35,336
10/28/2020,02/01/2020,10/24/2020,PA,Union County,42119,Micropolitan,14,332
10/28/2020,02/01/2020,10/24/2020,PA,Washington County,42125,Large fringe metro,27,1784
10/28/2020,02/01/2020,10/24/2020,PA,Wayne County,42127,Noncore,12,425
10/28/2020,02/01/2020,10/24/2020,PA,Westmoreland County,42129,Large fringe metro,63,2716
10/28/2020,02/01/2020,10/24/2020,PA,York County,42133,Medium metro,199,3308
10/28/2020,02/01/2020,10/24/2020,RI,Kent County,44003,Large fringe metro,118,1212
10/28/2020,02/01/2020,10/24/2020,RI,Providence County,44007,Large central metro,935,5592
10/28/2020,02/01/2020,10/24/2020,RI,Washington County,44009,Large fringe metro,62,837
10/28/2020,02/01/2020,10/24/2020,SC,Aiken County,45003,Medium metro,79,1363
10/28/2020,02/01/2020,10/24/2020,SC,Anderson County,45007,Medium metro,197,2049
10/28/2020,02/01/2020,10/24/2020,SC,Beaufort County,45013,Small metro,73,1216
10/28/2020,02/01/2020,10/24/2020,SC,Berkeley County,45015,Medium metro,54,1108
10/28/2020,02/01/2020,10/24/2020,SC,Calhoun County,45017,Medium metro,13,110
10/28/2020,02/01/2020,10/24/2020,SC,Charleston County,45019,Medium metro,375,3969
10/28/2020,02/01/2020,10/24/2020,SC,Cherokee County,45021,Micropolitan,11,367
10/28/2020,02/01/2020,10/24/2020,SC,Chesterfield County,45025,Noncore,22,352
10/28/2020,02/01/2020,10/24/2020,SC,Clarendon County,45027,Noncore,32,253
10/28/2020,02/01/2020,10/24/2020,SC,Colleton County,45029,Noncore,39,412
10/28/2020,02/01/2020,10/24/2020,SC,Darlington County,45031,Small metro,66,495
10/28/2020,02/01/2020,10/24/2020,SC,Dillon County,45033,Noncore,18,259
10/28/2020,02/01/2020,10/24/2020,SC,Dorchester County,45035,Medium metro,61,748
10/28/2020,02/01/2020,10/24/2020,SC,Fairfield County,45039,Medium metro,13,177
10/28/2020,02/01/2020,10/24/2020,SC,Florence County,45041,Small metro,370,2477
10/28/2020,02/01/2020,10/24/2020,SC,Georgetown County,45043,Micropolitan,67,774
10/28/2020,02/01/2020,10/24/2020,SC,Greenville County,45045,Medium metro,357,4368
